0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0.07120575750973468,0.3975621437733565,0.32168816986644944,0.3840885489857902,0.4991134038487822,0.407978093927036,0.4164651119813077,0.39574911121982964,0.4476732356442454,0.4252536512599773,0.4379764380717337,0.4294939105615171,0.3989177780071611,0.39848069532346203,0.4318118676321624,0.402482584613297
0.797527109189266,0.35179865029092255,0.3983806629629004,0.3873289864866949,0.27638952096512154,0.42410961185535684,0.501937641423309,0.34313186501121135,0.40194694854019075,0.38849986849883245,0.43300753547571086,0.4069864067836547,0.43323280730249275,0.45401088777864623,0.39374540348432513,0.39691568208852496
0.26096146989398117,0.31274096602890944,0.5057504509731026,0.40178663462341224,0.4146903576278482,0.3644577944270672,0.4117716968073212,0.48612657495568695,0.3663303586443795,0.38191818042655096,0.3619313461570337,0.3189636349763171,0.37356798160072185,0.3050117927519437,0.40745660217345375,0.3626445337156664
0.1149564423193605,0.3537530458413664,0.3155474925188761,0.3856834769916393,0.44492041995258236,0.42117328751743777,0.49687237415719276,0.4149602891784158,0.41148223279564633,0.40012751161853977,0.39511694983726087,0.40011663805138326,0.38820045361319716,0.40922879038715965,0.38533307409323525,0.36909255694487453
0.4043630732537553,0.8550887343995857,0.44044449362964744,0.24339104449591556,0.3563982001060647,0.3509114194914605,0.39578128878332963,0.43585278582704634,0.3821575227115842,0.42825172460060745,0.40913691961367893,0.37814640315949344,0.38398575468885104,0.4090783057113453,0.40612437149271274,0.3962121799545653
0.6434286572520925,0.30296235156871876,0.5381481593713385,0.36881075274952413,0.3459073249162977,0.2906943335863335,0.30200173770836236,0.26267238536767346,0.44545641317488666,0.48048710926361277,0.2786035627139812,0.4101890187779363,0.35216002773552363,0.40318626597279555,0.3925551057834287,0.4072062692726708
0.1474729214165073,0.5220271412909344,0.4386799929576182,0.4494283295367693,0.511244460052191,0.47835618207187897,0.37019788517515523,0.35025807592479596,0.4680443893969811,0.4054654139717866,0.4768780178083727,0.4022182274169976,0.34940559732679594,0.3932243036404484,0.4383011213705374,0.3893500574678091
0.9317053222875449,0.35354123977381235,0.3439983398882902,0.35981909684976426,0.5619268316366339,0.36255836939759206,0.3645903165349349,0.39873284476148646,0.41900122848103993,0.4586766351212115,0.38512820099592454,0.4158141451761287,0.4969927409204197,0.4009987389016367,0.3157563673933818,0.38605285891539776
0.20393348644482398,0.38379276991010614,0.3236381582978063,0.370803514201761,0.426578377947177,0.4375024716664223,0.48908258452609576,0.3761657466875967,0.4291285081704416,0.3861758039101226,0.41624747048100474,0.41895399355776114,0.43352788565411937,0.42323849491293847,0.4174271534958112,0.36698571191620033
0.17081120049340065,0.36463249269360465,0.39952999998827315,0.3994755869523998,0.43943351467967967,0.4519232786928148,0.4474226997044254,0.49424105880253827,0.44815465444262337,0.42647375499350376,0.3440557851891949,0.2967734714508977,0.3702775485906919,0.3126961622071263,0.4717958901514152,0.4291741062708862
0.397622472675001,0.8522777726969708,0.4321098155371951,0.2451446810512011,0.35251224257919483,0.3480197160809249,0.39990047191029154,0.4400066261583449,0.3793596712025872,0.42489973334152736,0.40089541017900476,0.38371352651610074,0.3896027128691124,0.4144561676102097,0.406505195768271,0.3933332263341235
0.4789760215064936,0.31875194658467926,0.5980785555880237,0.515840905066479,0.3680957233467076,0.31420780242145363,0.4015938976362161,0.42045855127029574,0.3728736661716383,0.515769922204213,0.479718590980135,0.4733227768529592,0.2548843251412657,0.37452272967606576,0.4371575672685459,0.27684936048028846
0.3369008447821397,0.33619056794664465,0.5374066704630713,0.43099634660832614,0.4014592355609177,0.30798010885831606,0.4118876886090584,0.43470643507057016,0.3284285339649788,0.4038032126111788,0.4637380779991396,0.4719102072783197,0.4022100178240971,0.33132801992691496,0.42521920070851055,0.38342311226110115
0.748387486986327,0.33335970978377605,0.350149904227885,0.3717121121724719,0.3281600210803322,0.44876775585056206,0.4191688905462323,0.29120737894629706,0.3362698560917294,0.40658142033393607,0.30565292559866203,0.41144909967514537,0.3475887829415757,0.3288427101961625,0.3519138933204481,0.4852503425598652
0.1581274909663128,0.3614203767541246,0.3243061634411416,0.3617303815007276,0.41602713540734326,0.4366158037632214,0.39016181051615767,0.4052741096983642,0.4195121075339032,0.42452119452056836,0.4502846423424863,0.43136864079336534,0.4139503557089434,0.42028583255022817,0.4361746358747629,0.3866347933052982
0.5283365436134551,0.7070968584256077,0.3426670362749131,0.4605131852263344,0.3312069193929769,0.36361265619300065,0.43410860586370487,0.4307208528466833,0.3710031212469673,0.37227216977327754,0.3400308149789446,0.4257557958444853,0.4463159967622428,0.4499193791753703,0.37694370495798185,0.4353177672938041
